Movie,IndiaNet,IndiaGross,Overseas,Worldwide,imdb_id,tmdb_id,imdb_rating,runtime,rating_count,budget,Verdict
Aurangzeb,22.35,31.04,4.37,35.41,tt2804026,188306.0,6.3,137.0,22.0,5510000.0,Blockbuster
Indian,24.22,33.64,1.51,35.15,tt116630,,7.541,124.0,50.0,2740700.0,Blockbuster
Heropanti 2,24.45,29.11,6.02,35.13,tt11873440,678835.0,3.826,142.0,23.0,230.0,Blockbuster
Gangs Of Wasseypur,25.25,35.07,0.06,35.13,tt1954470,117691.0,7.042,160.0,390.0,1400000.0,Blockbuster
Baazaar,24.77,31.76,3.16,34.92,tt6514196,556907.0,6.148,140.0,27.0,2850000.0,Blockbuster
Tadap,26.91,32.04,2.82,34.86,tt11410434,,5.7,132.0,179.0,4500000.0,Blockbuster
Munnabhai MBBS,23.13,32.13,2.47,34.6,tt374887,,6.491,111.0,50.0,5600000.0,Blockbuster
The Sky Is Pink,20.03,23.85,10.63,34.48,tt8902990,613446.0,7.857,143.0,71.0,3571000.0,Blockbuster
Dil Chahta Hai,20.02,27.81,6.47,34.28,tt292490,,5.0,134.0,50.0,2800000.0,Blockbuster
Kidnap,20.5,28.47,5.68,34.15,tt1458169,293768.0,6.2,95.0,1300.0,21000000.0,Blockbuster
Aiyaary,18.22,23.36,10.71,34.07,tt6774212,493620.0,5.764,157.0,53.0,9150000.0,Blockbuster
Swades,16.31,22.65,11.33,33.98,tt367110,,4.568,149.0,50.0,10920000.0,Blockbuster
A Gentleman,20.59,26.4,7.04,33.44,tt5613834,469872.0,6.1,132.0,80.0,55000000.0,Blockbuster
Gori Tere Pyaar Mein!,16.32,22.67,10.13,32.8,tt2275794,237305.0,6.0,150.0,49.0,4375500.0,Blockbuster
Tere Naal Love Ho Gaya,20.08,27.89,4.72,32.61,tt2130242,85043.0,6.233,126.0,30.0,12300000.0,Blockbuster
TE3N,19.08,26.5,5.86,32.36,tt4814290,377213.0,6.9,136.0,99.0,5069632.0,Blockbuster
Paathshaala,21.62,30.03,2.32,32.35,tt1194236,37690.0,4.9,126.0,16.0,3250000.0,Blockbuster
Bluffmaster,18.28,25.39,6.9,32.29,tt476527,,5.6,150.0,50.0,26000000.0,Blockbuster
Masti,20.28,28.17,4.08,32.25,tt406977,,6.74,111.0,50.0,68000000.0,Blockbuster
Happy Phirr Bhag Jayegi,20.18,25.87,6.38,32.25,tt7881542,538112.0,6.8,136.0,8.0,8400000.0,Blockbuster
Bewafaa,16.97,23.57,8.67,32.24,tt363472,,5.9,123.0,50.0,3213790.0,Blockbuster
Chance Pe Dance,20.62,28.64,3.57,32.21,tt1392744,30695.0,5.3,121.0,30.0,30069500.0,Blockbuster
Chori Chori Chupke Chupke,18.35,25.49,6.61,32.1,tt256692,,6.455,149.0,50.0,7952450.0,Blockbuster
Sunday,20.3,28.19,3.88,32.07,tt9460980,,8.5,124.0,591.0,22000000.0,Blockbuster
Cheeni Kum,17.3,24.03,8.0,32.03,tt976026,,6.6,158.0,50.0,8400000.0,Blockbuster
Soldier,21.37,29.68,2.35,32.03,tt120157,,6.9,150.0,50.0,5103000.0,Blockbuster
Kaal,19.09,26.51,5.47,31.98,tt415908,,5.357,124.0,50.0,19000000.0,Blockbuster
Krazzy 4,19.59,27.21,4.76,31.97,tt1182908,20832.0,4.8,110.0,31.0,17500000.0,Blockbuster
Paheli,12.85,17.85,14.05,31.9,tt451850,,6.1,144.0,50.0,5069632.0,Blockbuster
The Accidental Prime Minister,22.65,29.04,2.83,31.87,tt6986710,460868.0,5.045,111.0,22.0,11000000.0,Blockbuster
Parineeta,16.79,23.32,8.54,31.86,tt437407,,5.808,134.0,50.0,224056.0,Blockbuster
Dolly Ki Doli,19.26,26.75,5.09,31.84,tt4332114,320024.0,5.2,98.0,25.0,19500000.0,Blockbuster
Lafangey Parindey,21.77,30.24,1.39,31.63,tt1606267,44613.0,5.9,126.0,22.0,4500000.0,Blockbuster
Taxi Number 9211,19.59,27.21,4.4,31.61,tt476884,,7.4,134.0,50.0,3000000.0,Blockbuster
Dulhan Hum Le Jayenge,18.85,26.18,5.39,31.57,tt10922984,,5.952,168.0,50.0,4500000.0,Blockbuster
Luck,21.03,26.96,4.61,31.57,tt7214954,585511.0,7.763,105.0,1828.0,10920000.0,Blockbuster
Pyaar To Hona Hi Tha,21.51,29.88,1.65,31.53,tt173081,,5.8,146.0,50.0,9150000.0,Blockbuster
Hulchul,20.29,28.18,3.35,31.53,tt437238,,6.688,171.0,50.0,17600000.0,Blockbuster
Hum Aapke Dil Mein Rehte Hain,17.03,23.65,7.75,31.4,tt189592,,6.9,146.0,50.0,21918618.0,Blockbuster
Life Partner,20.67,26.5,4.75,31.25,tt1229366,21263.0,4.4,136.0,17.0,12312.5,Blockbuster
Swatantrya Veer Savarkar,23.99,28.56,2.67,31.23,tt14753612,957328.0,8.0,176.0,4.0,9000000.0,Blockbuster
Hum Tumhare Hain Sanam,13.52,18.78,12.4,31.18,tt222024,,6.786,136.0,50.0,7400000.0,Blockbuster
Nautanki Saala!,21.7,27.82,3.15,30.97,tt2341766,184793.0,5.2,130.0,23.0,15000000.0,Blockbuster
Ek Rishtaa - The Bond of Love,17.78,24.69,6.09,30.78,tt284083,,4.9,145.0,50.0,75000000.0,Blockbuster
Saand Ki Aankh,23.4,27.86,2.84,30.7,tt8108206,523278.0,7.0,146.0,24.0,13000000.0,Blockbuster
Raaz,21.46,29.81,0.78,30.59,tt307873,,6.35,119.0,50.0,9000000.0,Blockbuster
Mujhse Dosti Karoge,12.95,17.99,12.54,30.53,tt272736,,7.569,138.0,50.0,17500000.0,Blockbuster
Yaadein,14.65,20.35,10.15,30.5,tt248617,,4.564,147.0,50.0,3000000.0,Blockbuster
7 Khoon Maaf,17.69,24.57,5.83,30.4,tt1629376,56338.0,6.2,148.0,49.0,2200000.0,Blockbuster
Roohi,23.25,27.68,2.65,30.33,tt10098288,694103.0,4.629,134.0,31.0,4100000.0,Blockbuster
Break Ke Baad,17.64,24.5,5.79,30.29,tt1578261,50099.0,5.6,120.0,40.0,2600000.0,Blockbuster
Refugee,17.08,23.72,6.52,30.24,tt250690,,6.1,138.5,50.0,6000000.0,Blockbuster
Mann,16.65,23.13,7.1,30.23,tt206921,,4.9,123.0,50.0,4500000.0,Blockbuster
Ungli,19.47,27.04,3.08,30.12,tt2392447,303904.0,5.596,114.0,26.0,23400000.0,Blockbuster
Sarfira,22.13,26.35,3.67,30.02,tt23475174,967344.0,5.9,155.0,7.0,41100000.0,Blockbuster
Mulk,21.1,27.05,2.85,29.9,tt7618184,526090.0,6.724,140.0,39.0,2721526.0,Blockbuster
Yuvvraaj,16.89,23.46,6.4,29.86,tt1105747,20358.0,4.9,159.0,25.0,11000000.0,Blockbuster
Josh,17.83,24.76,5.08,29.84,tt5200372,,6.7,30.0,1107.0,9000000.0,Blockbuster
LOC Kargil,17.64,24.5,5.26,29.76,tt347416,,5.394,132.0,50.0,8400000.0,Blockbuster
Aankhen,17.48,24.28,5.15,29.43,tt306434,,6.4,103.0,50.0,21000000.0,Blockbuster
Raja,20.34,28.25,1.14,29.39,tt114230,,5.509,117.0,50.0,18000000.0,Blockbuster
Hum Kisi Se Kum Nahin,19.0,26.39,2.97,29.36,tt320097,,5.534,139.0,50.0,4500000.0,Blockbuster
Lajja,15.87,22.04,7.31,29.35,tt293342,,7.108,94.0,50.0,10922838.0,Blockbuster
Sarfarosh,18.77,26.07,3.14,29.21,tt200087,,6.0,135.0,50.0,2721526.0,Blockbuster
IB 71,23.13,27.54,1.65,29.19,tt15073166,1114114.0,6.8,117.0,22.0,2200000.0,Blockbuster
Cash,18.57,25.79,3.28,29.07,tt27987407,1140056.0,6.175,95.0,252.0,3012048.0,Blockbuster
Rangeela,20.22,28.08,0.81,28.89,tt114234,,6.7,135.0,50.0,12000000.0,Blockbuster
Bade Miyan Chote Miyan,19.19,26.65,2.19,28.84,tt18072316,936622.0,6.6,164.0,40.0,41100000.0,Blockbuster
Jodi No.1,18.9,26.25,2.41,28.66,tt278522,,8.2,119.0,50.0,1400000.0,Blockbuster
Aisha,17.55,24.38,4.17,28.55,tt14397058,820880.0,6.071,94.0,21.0,5103000.0,Blockbuster
Chakravyuh,18.42,25.58,2.78,28.36,tt2292625,139582.0,6.2,145.0,18.0,3012048.0,Blockbuster
Badhaai Do,20.62,24.55,3.78,28.33,tt11934846,754716.0,6.884,147.0,73.0,2000000.0,Blockbuster
Aaja Nachle,14.07,19.54,8.58,28.12,tt986213,,7.9,167.0,50.0,6825000.0,Blockbuster
Barsaat,19.19,26.65,1.46,28.11,tt112459,,6.2,144.0,50.0,7000000.0,Blockbuster
Jersey,19.68,23.43,4.47,27.9,tt8948790,592898.0,8.2,160.0,59.0,21176000.0,Blockbuster
Pyar Kiya To Darna Kya,18.07,25.1,2.6,27.7,tt3720320,,6.9,130.0,50.0,4500000.0,Blockbuster
Rocket Singh - Salesman Of The Year,16.55,21.22,6.45,27.67,tt1434447,26815.0,6.805,156.0,113.0,1250000.0,Blockbuster
Fiza,14.67,20.38,7.28,27.66,tt248012,,7.232,123.0,50.0,1300000.0,Blockbuster
Har Dil Jo Pyaar Karega,15.28,21.22,6.43,27.65,tt250415,,6.338,135.0,50.0,2756895.0,Blockbuster
Agnisakshi,19.52,27.11,0.5,27.61,tt14494334,,6.6,162.0,50.0,11000000.0,Blockbuster
Fool n Final,17.82,24.75,2.76,27.51,tt493417,,5.591,153.0,50.0,230.0,Blockbuster
One Two Three,17.12,23.78,3.56,27.34,tt55256,,5.509,130.0,50.0,13000000.0,Blockbuster
Dhobi Ghat,13.77,19.13,8.13,27.26,tt1433810,54890.0,6.471,102.0,85.0,8391922.0,Blockbuster
Simran,17.26,22.13,5.12,27.25,tt6405126,444011.0,4.9,125.0,22.0,2600000.0,Blockbuster
Baadshah,14.87,20.65,6.46,27.11,tt211934,,6.2,118.0,50.0,1700000.0,Blockbuster
Lucky - No Time For Love,15.94,22.14,4.73,26.87,tt449306,,6.8,150.0,50.0,7952450.0,Blockbuster
Madaari,18.07,25.1,1.77,26.87,tt5713232,397365.0,7.3,134.0,75.0,2756895.0,Blockbuster
Vedaa,20.25,24.11,2.6,26.71,tt28153480,1148486.0,5.6,151.0,14.0,6431385.0,Blockbuster
Humko Deewana Kar Gaye,14.13,19.63,7.08,26.71,tt444840,,6.0,144.0,50.0,18000000.0,Blockbuster
Qarib Qarib Singlle,17.08,21.9,4.79,26.69,tt7399470,479918.0,6.93,125.0,57.0,30270000.0,Blockbuster
Ajnabee,17.04,23.67,2.97,26.64,tt278291,,4.9,156.0,50.0,16600000.0,Blockbuster
Do Knot Disturb,16.93,21.71,4.85,26.56,tt1343362,23275.0,3.3,126.0,13.0,2121476.0,Blockbuster
Jayeshbhai Jordaar,15.59,18.56,7.75,26.31,tt10393870,678999.0,5.8,124.0,20.0,16000000.0,Blockbuster
Tezz,15.42,21.42,4.72,26.14,tt1706317,85992.0,4.1,121.0,25.0,7500000.0,Blockbuster
Deewane Huye Paagal,15.17,21.07,5.06,26.13,tt444781,,4.8,142.0,50.0,3300000.0,Blockbuster
Merry Christmas,18.3,21.79,4.23,26.02,tt85933,,8.4,118.0,50.0,2500000.0,Blockbuster
Hamara Dil Aapke Paas Hai,14.79,20.54,5.48,26.02,tt255212,,6.3,142.0,50.0,30270000.0,Blockbuster
Gupt,18.23,24.31,1.56,25.87,tt119239,,6.605,134.0,50.0,4500000.0,Blockbuster
Mujhe Kucch Kehna Hai,17.28,24.0,1.75,25.75,tt284328,,5.833,139.0,50.0,4800000.0,Blockbuster
Saathiya,15.26,21.19,4.52,25.71,tt330843,,6.942,132.0,50.0,11000000.0,Blockbuster
Andaaz,15.94,22.14,3.49,25.63,tt30224735,1507649.0,6.75,146.0,50.0,13650000.0,Blockbuster
Qayamat,17.46,24.25,1.35,25.6,tt95936,,4.3,117.0,50.0,7200000.0,Blockbuster
Band Baaja Baaraat,17.08,23.72,1.85,25.57,tt1610452,52696.0,6.6,139.0,130.0,3300000.0,Blockbuster
Humraaz,16.59,23.04,2.53,25.57,tt36726081,,9.4,180.0,14.0,600000.0,Blockbuster
Creature,17.7,24.58,0.94,25.52,tt26545355,,7.8,123.0,20786.0,63000000.0,Blockbuster
Chup Chup Ke,13.75,19.1,6.21,25.31,tt464160,,7.323,109.0,50.0,600000.0,Blockbuster
Laapataa Ladies,20.24,24.1,1.16,25.26,tt21626284,1163194.0,7.8,123.0,108.0,6700000.0,Blockbuster
Aitraaz,15.58,21.64,3.35,24.99,tt418460,,7.0,145.0,50.0,6400000.0,Blockbuster
Dil Se,10.77,14.96,9.57,24.53,tt164538,,4.2,152.0,50.0,9100000.0,Blockbuster
Asoka,11.54,16.03,8.49,24.52,tt249371,,6.2,161.0,50.0,1200000.0,Blockbuster
Mela,15.19,21.1,3.37,24.47,tt232079,,5.2,122.0,50.0,14000000.0,Blockbuster
Life In A... Metro,15.83,21.99,2.32,24.31,tt800956,,6.455,153.0,50.0,13000000.0,Blockbuster
Heroes,12.63,17.54,6.4,23.94,tt813715,,5.6,138.0,50.0,4900000.0,Blockbuster
Kachche Dhaage,16.19,22.49,1.16,23.65,tt206067,,5.2,146.0,50.0,5103000.0,Blockbuster
Selfiee,16.85,20.06,3.57,23.63,tt15516726,926130.0,5.976,143.0,21.0,10000000.0,Blockbuster
Jeet,16.13,22.4,1.17,23.57,tt116690,,4.7,110.0,50.0,2400000.0,Blockbuster
Zanjeer,15.19,19.47,4.02,23.49,tt70947,,5.9,115.0,50.0,21918618.0,Blockbuster
Awara Paagal Deewana,16.02,22.25,1.17,23.42,tt319020,,4.3,153.0,50.0,230.0,Blockbuster
Yuva,14.25,19.79,3.58,23.37,tt382383,,7.024,140.0,50.0,7100000.0,Blockbuster
Dhol,16.06,22.31,1.0,23.31,tt995035,,5.9,160.0,50.0,6400000.0,Blockbuster
1920 London,15.45,21.46,1.63,23.09,tt5638500,392222.0,4.2,120.0,46.0,9000000.0,Blockbuster
Bewakoofiyaan,14.01,19.46,3.52,22.98,tt3483646,254171.0,5.6,120.0,38.0,10000000.0,Blockbuster
Dosti - Friends Forever,8.77,12.18,10.63,22.81,tt449228,,7.357,140.0,50.0,85000000.0,Super Hit
Kyon Ki,12.71,17.65,5.15,22.8,tt451787,,5.9,147.0,50.0,3500000.0,Blockbuster
1921,15.94,20.44,2.3,22.74,tt6958030,492181.0,5.531,144.0,16.0,6250000.0,Blockbuster
Attack - Part I,16.13,19.2,3.5,22.7,tt1273571,,6.158,23.0,12.0,7000000.0,Blockbuster
Gulaab Gang,14.58,20.25,2.45,22.7,tt2573750,254420.0,6.2,139.0,16.0,200000.0,Blockbuster
Apaharan,15.66,21.75,0.87,22.62,tt451631,,5.3,122.0,50.0,3400000.0,Blockbuster
Phir Bhi Dil Hai Hindustani,10.75,14.93,7.5,22.43,tt222270,,8.3,132.0,50.0,7700000.0,Blockbuster
Haseena Maan Jaayegi,15.02,20.86,1.51,22.37,tt267548,,6.691,126.0,50.0,23400000.0,Blockbuster
Mumbai Saga,16.53,19.68,2.61,22.29,tt10483386,608746.0,5.6,125.0,24.0,2800000.0,Blockbuster
Pukar,13.3,18.47,3.77,22.24,tt218533,,6.9,151.0,50.0,6800000.0,Blockbuster
Tere Naam,14.53,20.18,2.05,22.23,tt374271,,6.543,171.0,50.0,21000000.0,Blockbuster
8x10 Tasveer,15.41,19.76,2.43,22.19,tt1105709,18673.0,5.0,119.0,21.0,2400000.0,Blockbuster
Kyaa Kool Hai Hum,15.34,21.31,0.88,22.19,tt456500,,5.617,138.0,50.0,2600000.0,Blockbuster
Bunty Aur Babli 2,12.5,14.88,7.24,22.12,tt10569922,666390.0,5.4,138.0,8.0,36320000.0,Blockbuster
Dhadkan,14.02,19.47,2.61,22.08,tt255111,,7.0,113.0,50.0,41100000.0,Blockbuster
Badal,15.38,21.36,0.72,22.08,tt247944,,4.7,144.0,50.0,4180000.0,Blockbuster
Hindustan Ki Kasam,13.97,19.4,2.67,22.07,tt207513,,5.2,136.0,50.0,500.0,Blockbuster
Koyla,14.88,19.84,2.18,22.02,tt136352,,6.907,125.0,50.0,2200000.0,Blockbuster
Garv,14.38,19.97,1.95,21.92,tt415003,,6.833,120.0,50.0,7500000.0,Blockbuster
Dhan Dhana Dhan Goal,13.87,19.26,2.46,21.72,tt1120897,41511.0,5.1,167.0,26.0,41100000.0,Blockbuster
Bhoot,14.49,20.13,1.54,21.67,tt341266,,4.8,120.0,50.0,23000000.0,Blockbuster
Company,13.83,19.21,2.38,21.59,tt296574,,6.3,134.0,50.0,4700000.0,Blockbuster
Kabul Express,11.7,16.25,4.9,21.15,tt770214,,5.4,170.0,50.0,2740700.0,Blockbuster
Naqaab,12.69,17.63,3.52,21.15,tt36984507,,5.437,120.0,10.0,7700000.0,Blockbuster
Jabariya Jodi,16.33,19.21,1.92,21.13,tt8785426,543693.0,4.5,144.0,11.0,31000000.0,Blockbuster
Murder,15.01,20.85,0.23,21.08,tt12001534,744653.0,6.272,118.0,50.0,1300000.0,Blockbuster
Khiladiyon Ka Khiladi,14.39,19.99,0.74,20.73,tt246729,,6.045,155.0,50.0,5069632.0,Blockbuster
Bobby Jasoos,11.74,16.31,4.3,20.61,tt3359290,272420.0,5.419,121.0,31.0,3500000.0,Blockbuster
Apna Sapna Money Money,14.4,20.0,0.58,20.58,tt493437,,6.6,156.0,50.0,2710738.0,Blockbuster
Deewaar - Lets bring our heroes home,13.24,18.39,2.18,20.57,tt387989,,5.8,166.0,50.0,8799651.0,Blockbuster
Luck By Chance,12.25,15.71,4.75,20.46,tt886539,,4.2,126.0,50.0,7000000.0,Blockbuster
Aakrosh,13.64,18.94,1.48,20.42,tt80322,,5.419,125.0,50.0,9000000.0,Blockbuster
God Tussi Great Ho,12.51,17.38,3.0,20.38,tt476550,,7.6,138.0,50.0,4500000.0,Blockbuster
Shaadi No.1,11.49,15.96,4.19,20.15,tt449389,,6.175,120.0,50.0,2000000.0,Blockbuster
Satya,14.35,19.93,0.12,20.05,tt195231,,6.1,60.0,50.0,3700000.0,Blockbuster
Major Saab,13.1,18.19,1.82,20.01,tt172761,,7.4,146.0,50.0,5200000.0,Blockbuster
Ghulam,13.36,18.56,1.44,20.0,tt190419,,7.0,98.0,50.0,2489400.0,Blockbuster
Honeymoon Travels Pvt Ltd.,11.62,16.14,3.26,19.4,tt808306,,5.6,121.0,50.0,18000000.0,Blockbuster
Umrao Jaan,7.43,10.32,9.03,19.35,tt83248,,7.0,127.0,50.0,230.0,Blockbuster
Halla Bol,12.75,17.71,1.6,19.31,tt892874,,7.191,146.0,50.0,25000000.0,Blockbuster
Department,11.79,16.38,2.83,19.21,tt27995114,,8.2,72.5,64087.0,75000000.0,Super Hit
Deewana Mastana,13.59,18.12,1.09,19.21,tt118957,,5.509,157.0,50.0,6629605.0,Blockbuster
Maa Tujhhe Salaam,13.32,18.5,0.49,18.99,tt307116,,4.9,134.0,50.0,21918618.0,Blockbuster
Barsaat,9.91,13.76,5.22,18.98,tt112459,,3.3,123.0,50.0,13000000.0,Blockbuster
Aap Ka Surroor - The Moviee,12.43,17.26,1.6,18.86,tt995840,,5.7,186.0,50.0,36320000.0,Blockbuster
Milenge Milenge,11.0,15.28,3.57,18.85,tt443331,,6.571,149.0,50.0,13000000.0,Blockbuster
Chal Mere Bhai,11.65,16.18,2.65,18.83,tt245825,,5.1,142.0,50.0,17600000.0,Blockbuster
Phone Bhoot,14.01,16.68,2.05,18.73,tt12740760,726207.0,5.296,137.0,27.0,3213790.0,Blockbuster
Yes Boss,11.33,15.11,3.56,18.67,tt120540,,5.6,126.0,50.0,2721526.0,Blockbuster
Kya Kehna,12.17,16.9,1.71,18.61,tt250483,,6.802,140.0,50.0,3571000.0,Blockbuster
Ab Tumhare Hawale Watan Sathiyo,11.56,16.06,2.49,18.55,tt397882,,5.3,121.0,50.0,230.0,Blockbuster
Hungama,12.61,17.51,1.02,18.53,tt371735,,6.158,132.0,50.0,10000000.0,Blockbuster
Ek Aur Ek Gyarah,11.71,16.26,2.24,18.5,tt33097900,,4.4,166.0,50.0,68000000.0,Super Hit
Sarkar 3,9.93,13.79,4.69,18.48,tt5742874,441868.0,5.5,132.0,16.0,6700000.0,Blockbuster
Judwaa,13.14,17.52,0.91,18.43,tt35417736,,8.4,110.0,127.0,2800000.0,Blockbuster
Shakti - The Power,8.48,11.78,6.56,18.34,tt11646526,,7.7,201.0,50.0,2800000.0,Blockbuster
Radhe - Your Most Wanted Bhai,0.05,0.06,18.27,18.33,tt10888594,679844.0,4.1,135.0,60.0,8751000.0,Blockbuster
Love Story 2050,11.01,15.29,3.0,18.29,tt490170,,6.094,155.0,50.0,600000.0,Blockbuster
China Gate,12.78,17.75,0.54,18.29,tt50252,,5.3,101.0,50.0,7500000.0,Blockbuster
Duplicate,10.17,14.13,4.13,18.26,tt5639446,422619.0,5.86,101.0,197.0,63000000.0,Super Hit
Jab Pyar Kisi Se Hota Hai,11.71,16.26,1.98,18.24,tt230348,,4.9,145.0,50.0,8400000.0,Blockbuster
Pyare Mohan,11.8,16.39,1.85,18.24,tt461323,,5.466,151.0,50.0,9370000.0,Blockbuster
LoveYatri,11.24,14.41,3.73,18.14,tt7820846,549829.0,5.357,140.0,14.0,16000000.0,Blockbuster
Viruddh,10.07,13.99,4.13,18.12,tt27621015,936229.0,5.75,139.0,4.0,12000000.0,Blockbuster
Musafir,11.82,16.42,1.63,18.05,tt430381,,7.022,136.0,50.0,9100000.0,Blockbuster
Dulhe Raja,12.75,17.71,0.33,18.04,tt210659,,5.2,128.0,50.0,11000000.0,Blockbuster
Poster Boys,12.73,16.32,1.63,17.95,tt6352548,471894.0,5.2,128.0,18.0,2360586.0,Blockbuster
Dillagi,10.51,14.6,3.32,17.92,tt157540,,7.3,135.0,50.0,9000000.0,Blockbuster
Hello,12.11,16.82,1.0,17.82,tt6816070,494061.0,7.231,131.0,26.0,4100000.0,Blockbuster
Hera Pheri,12.36,17.17,0.63,17.8,tt242519,,5.537,132.0,50.0,600000.0,Blockbuster
Aap Mujhe Achche Lagne Lage,9.59,13.32,4.47,17.79,tt247911,,4.4,92.0,50.0,9204790.0,Blockbuster
Hello Brother,10.68,14.83,2.93,17.76,tt233856,,6.0,93.0,50.0,13000000.0,Blockbuster
Deewangee,11.44,15.89,1.85,17.74,tt337971,,6.1,149.0,50.0,3700000.0,Blockbuster
Coolie No 1,12.56,17.44,0.29,17.73,tt101616,,5.633,136.0,50.0,4300000.0,Blockbuster
Raju Chacha,10.69,14.85,2.83,17.68,tt271748,,5.6,121.0,50.0,5103000.0,Blockbuster
Mohra,12.01,16.68,0.94,17.62,tt37544113,,5.86,123.0,50.0,17600000.0,Blockbuster
Fugly,12.28,17.06,0.53,17.59,tt960141,,7.323,128.0,50.0,5750000.0,Blockbuster
Bandhan,12.1,16.81,0.74,17.55,tt12834962,729700.0,6.045,110.0,22.0,8799651.0,Blockbuster
Jhootha Hi Sahi,10.91,15.15,2.32,17.47,tt1322257,48826.0,4.8,142.0,11.0,12000000.0,Blockbuster
Nayak,10.75,14.93,2.5,17.43,tt60742,,4.0,148.0,50.0,2489400.0,Blockbuster
Aa Ab Laut Chalen,11.02,15.31,2.07,17.38,tt149568,,6.9,115.0,50.0,10000000.0,Blockbuster
Zinda,10.17,14.13,3.21,17.34,tt488906,,6.158,144.0,50.0,16440000.0,Blockbuster
Meri Pyaari Bindu,9.59,13.32,4.02,17.34,tt5472374,455470.0,6.1,119.0,40.0,3014770.0,Blockbuster
Satyameva Jayate 2,13.26,15.79,1.5,17.29,tt10739666,695973.0,5.682,141.0,22.0,2850000.0,Blockbuster
Na Tum Jaano Na Hum,8.14,11.31,5.93,17.24,tt248216,,6.5,140.0,50.0,175000000.0,Flop
Drona,8.97,12.46,4.68,17.14,tt1060249,19623.0,3.3,150.0,18.0,15000000.0,Blockbuster
Tumko Na Bhool Paayenge,10.53,14.63,2.48,17.11,tt310254,,5.2,30.0,50.0,10000000.0,Blockbuster
Crakk - Jeetegaa... Toh Jiyegaa,13.23,15.75,1.33,17.08,tt22869490,1215938.0,5.5,154.0,8.0,7952450.0,Blockbuster
Haan Maine Bhi Pyaar Kiya,8.93,12.4,4.62,17.02,tt308347,,6.67,132.0,50.0,2800000.0,Blockbuster
Dil Kya Kare,8.95,12.43,4.44,16.87,tt216707,,5.46,145.0,50.0,6000000.0,Blockbuster
Hadh Kar Di Aapne,11.31,15.71,1.12,16.83,tt244528,,4.9,146.0,50.0,3400000.0,Blockbuster
India's Most Wanted,11.9,14.17,2.57,16.74,tt8484942,599598.0,5.0,123.0,12.0,55000000.0,Blockbuster
Fanney Khan,10.55,13.53,3.2,16.73,tt6384386,465651.0,5.3,129.0,20.0,5600000.0,Blockbuster
Shaadi Se Pehle,10.2,14.17,2.48,16.65,tt489560,,5.5,134.0,50.0,2500000.0,Blockbuster
Lucknow Central,11.2,14.36,2.24,16.6,tt5697870,471919.0,6.4,147.0,29.0,5103000.0,Blockbuster
What's Your Raashee?,10.13,12.99,3.54,16.53,tt1242530,24864.0,5.2,192.0,26.0,25000000.0,Blockbuster
Daag-The Fire,11.45,15.9,0.6,16.5,tt272062,,5.537,139.0,50.0,3213790.0,Blockbuster
Kurukshetra,11.15,15.49,0.99,16.48,tt7968456,620082.0,5.3,182.0,6.0,17224200.0,Blockbuster
Farz,11.27,15.65,0.8,16.45,tt272607,,7.022,134.0,50.0,18000000.0,Blockbuster
Arjun Pandit,11.43,15.88,0.56,16.44,tt278315,,6.9,117.0,50.0,5980000.0,Blockbuster
Darr,10.74,14.92,1.52,16.44,tt109555,,5.947,138.0,50.0,14000000.0,Blockbuster
Vaastav: The Reality,11.42,15.86,0.43,16.29,tt220832,,5.6,140.0,50.0,600000.0,Blockbuster
An Action Hero,10.89,12.96,3.28,16.24,tt15600222,882826.0,6.377,128.0,65.0,28000000.0,Blockbuster
Fida,9.71,13.49,2.72,16.21,tt422236,,7.103,125.0,50.0,21918618.0,Blockbuster
Firangi,10.27,13.17,2.99,16.16,tt28108404,,5.5,147.0,50.0,3577143.0,Blockbuster
Khushi,9.03,12.54,3.59,16.13,tt348656,,6.6,20.0,50.0,8400000.0,Blockbuster
Kunwara,10.77,14.96,1.17,16.13,tt253194,,7.583,139.0,50.0,9500000.0,Blockbuster
Zameen,11.0,15.28,0.84,16.12,tt29471573,1190511.0,7.6,155.0,16.0,4468754.0,Blockbuster
Sanam Teri Kasam,9.11,12.65,3.38,16.03,tt5255710,381418.0,7.9,154.0,130.0,12000000.0,Blockbuster
Karzzzz,10.34,14.36,1.6,15.96,tt1156148,55376.0,3.3,142.0,12.0,600000.0,Blockbuster
Kisna,8.22,11.42,4.38,15.8,tt396690,,6.167,137.0,50.0,10000000.0,Blockbuster
Albela,10.53,14.63,1.13,15.76,tt137349,,7.7,75.0,50.0,2300000.0,Blockbuster
Kyun! Ho Gaya Na,7.88,10.94,4.76,15.7,tt349703,,7.8,147.0,50.0,8400000.0,Blockbuster
Chachi 420,11.42,15.23,0.47,15.7,tt233422,,7.0,128.0,50.0,19000000.0,Blockbuster
Tera Jadoo Chal Gayaa,9.42,13.08,2.61,15.69,tt250774,,4.6,155.0,50.0,26000000.0,Blockbuster
Aashiq,10.34,14.36,1.32,15.68,tt273406,,7.7,135.0,50.0,30069500.0,Blockbuster
Jaani Dushman,10.73,14.9,0.68,15.58,tt79355,,4.0,122.0,50.0,4200000.0,Blockbuster
Jaanwar,10.65,14.79,0.69,15.48,tt230347,,7.0,156.0,50.0,16600000.0,Blockbuster
Bichhoo,10.69,14.85,0.58,15.43,tt252277,,5.2,157.0,50.0,224056.0,Blockbuster
