Unnamed: 0,SN,Movie,Worldwide,India Net,India Gross,Overseas,Budget,Verdict,Movie,imdb_id,Run_time (min),Released_month,imdb_Rating,imdb_Votes
871,872,Rudraksh,90000000,50000000,80000000,10000000,150000000,Disaster,Rudraksh,tt0366985,143.0,Feb,2.8,1435.0
872,873,Kuttey,80000000,50000000,60000000,10000000,500000000,Disaster,Kuttey,tt15281704,109.0,Jan,5.5,10982.0
873,874,Khiladi 420,100000000,50000000,70000000,20000000,80000000,Flop,Khiladi 420,tt0255305,157.0,Dec,5.2,2130.0
874,875,Do Lafzon Ki Kahani,70000000,50000000,70000000,0,110000000,Flop,Do Lafzon Ki Kahani,tt4857886,128.0,Jun,6.5,1773.0
875,876,Vaah! Life Ho Toh Aisi!,80000000,50000000,70000000,0,100000000,Flop,Vaah! Life Ho Toh Aisi!,tt0475645,153.0,Dec,4.7,2990.0
876,877,Hulchul,80000000,50000000,80000000,0,40000000,Below Average,Hulchul,tt0437238,149.0,Nov,7.0,9583.0
876,877,Hulchul,80000000,50000000,80000000,0,40000000,Below Average,Hulchul,tt0437238,149.0,Nov,7.0,9583.0
877,878,Insaniyat,100000000,50000000,90000000,0,40000000,Below Average,Insaniyat,tt0110140,180.0,Mar,3.0,315.0
878,879,Anari,100000000,50000000,100000000,0,20000000,Hit,Anari,tt0052560,166.0,Jan,7.6,895.0
879,880,Aarzoo,110000000,50000000,70000000,40000000,80000000,Flop,Aarzoo,tt0284811,175.0,Mar,5.0,1671.0
880,881,Noor,0,50000000,0,0,10000000,0,Noor,tt5775220,117.0,Apr,4.1,1600.0
881,882,Stanley Ka Dabba,70000000,50000000,70000000,0,40000000,Below Average,Stanley Ka Dabba,tt1907761,96.0,May,7.8,7820.0
882,883,Masoom,80000000,50000000,80000000,0,10000000,Hit,Masoom,tt0085913,165.0,Oct,8.4,4325.0
883,884,Yeh Dillagi,100000000,50000000,100000000,0,20000000,Hit,Yeh Dillagi,tt0111793,155.0,May,5.9,4803.0
884,885,Aflatoon,90000000,50000000,70000000,20000000,40000000,Below Average,Aflatoon,tt0225029,153.0,Dec,4.5,1473.0
885,886,Bobby,290000000,50000000,100000000,190000000,10000000,Blockbuster,Bobby,tt0308055,117.0,Nov,7.0,43129.0
886,887,Mr. India,100000000,50000000,100000000,0,20000000,SuperHit,Mr. India,tt0093578,179.0,May,7.7,17166.0
887,888,Mughal-e-Azam,100000000,50000000,100000000,0,0,All Time Blockbuster,Mughal-e-Azam,tt0054098,197.0,Aug,8.1,9053.0
888,889,Dil Ka Rishta,130000000,50000000,70000000,50000000,80000000,Flop,Dil Ka Rishta,tt0330217,150.0,Jan,4.9,1950.0
889,890,Rehnaa Hai Terre Dil Mein,100000000,50000000,80000000,10000000,50000000,Below Average,Rehnaa Hai Terre Dil Mein,tt0299108,160.0,Oct,7.5,9764.0
890,891,Bewafa Sanam,70000000,50000000,70000000,0,10000000,SuperHit,Bewafa Sanam,tt0439464,144.0,May,5.3,149.0
891,892,Yeh Hai Jalwa,90000000,50000000,70000000,10000000,70000000,Flop,Yeh Hai Jalwa,tt0328671,165.0,Jul,4.8,2901.0
892,893,Sirf Tum,100000000,50000000,90000000,10000000,20000000,Hit,Sirf Tum,tt16087918,,Nov,8.0,98.0
893,894,Khichdi: The Movie,70000000,50000000,70000000,0,40000000,Average,Khichdi: The Movie,tt1738293,120.0,Oct,7.3,3149.0
894,895,Bangistan,80000000,50000000,70000000,10000000,250000000,Disaster,Bangistan,tt3422462,135.0,Aug,4.5,1444.0
895,896,Style,70000000,50000000,70000000,0,20000000,Above Average,Style,tt0306855,157.0,Dec,6.7,2280.0
896,897,Aunty No. 1,90000000,50000000,90000000,0,40000000,Below Average,Aunty No. 1,tt0118654,160.0,May,4.3,712.0
897,898,Hum Hain Rahi Pyar Ke,90000000,50000000,80000000,10000000,20000000,SuperHit,Hum Hain Rahi Pyar Ke,tt0107166,163.0,Jul,7.3,6310.0
899,900,Lahu Ke Do Rang,90000000,50000000,60000000,20000000,50000000,Flop,Lahu Ke Do Rang,tt0151285,139.0,Sep,5.6,120.0
900,901,Andaz Apna Apna,70000000,50000000,70000000,0,30000000,Average,Andaz Apna Apna,tt0109117,160.0,Nov,8.0,56036.0
901,902,Kyaa Dil Ne Kahaa,80000000,50000000,70000000,10000000,60000000,Below Average,Kyaa Dil Ne Kahaa,tt0327005,,Jun,2.9,314.0
902,903,Ravan Raaj: A True Story,70000000,50000000,70000000,0,20000000,Hit,Ravan Raaj: A True Story,tt0114236,153.0,Jun,6.1,154.0
903,904,Baazi,70000000,40000000,70000000,0,30000000,Below Average,Baazi,tt0121989,183.0,Apr,6.4,2639.0
904,905,Notebook,60000000,40000000,60000000,0,200000000,Flop,Notebook,tt9105014,115.0,Mar,7.0,3288.0
905,906,Indu Sarkar,60000000,40000000,60000000,0,10000000,0,Indu Sarkar,tt6620324,139.0,Jul,6.0,2283.0
906,907,Game Over,160000000,40000000,140000000,10000000,200000000,Below Average,Game Over,tt8914492,102.0,Jun,6.9,8486.0
907,908,Nil Battey Sannata,60000000,40000000,60000000,0,70000000,Flop,Nil Battey Sannata,tt5005684,100.0,Apr,8.2,8232.0
908,909,The Zoya Factor,80000000,40000000,60000000,10000000,300000000,Disaster,The Zoya Factor,tt8304386,134.0,Sep,4.4,2733.0
909,910,Dobaaraa,10000000,40000000,50000000,0,10000000,0,Dobaaraa,tt14042066,132.0,Aug,4.9,21300.0
910,911,Dasara,1180000000,40000000,960000000,220000000,650000000,SuperHit,Dasara,tt15440322,156.0,Mar,6.6,11199.0
912,913,Elaan,80000000,40000000,80000000,0,10000000,Hit,Elaan,tt0290183,146.0,Jan,5.1,947.0
913,914,Tutak Tutak Tutiya,60000000,40000000,60000000,0,110000000,Flop,Tutak Tutak Tutiya,tt6041458,138.0,Oct,5.5,849.0
914,915,Helicopter Eela,70000000,40000000,50000000,10000000,150000000,Flop,Helicopter Eela,tt8427036,135.0,Oct,5.5,1301.0
915,916,Bol Radha Bol,80000000,40000000,80000000,0,20000000,Hit,Bol Radha Bol,tt0172188,164.0,Jul,6.1,924.0
917,918,Khuddar,70000000,40000000,70000000,0,10000000,Above Average,Khuddar,tt0110254,167.0,Mar,5.4,450.0
918,919,Tum Bin - Love Will Find a Way,70000000,40000000,60000000,0,20000000,Average,Tum Bin - Love Will Find a Way,tt0290326,158.0,Jul,7.5,3884.0
919,920,Taarzan: The Wonder Car,60000000,40000000,50000000,0,140000000,Disaster,Taarzan: The Wonder Car,tt0435437,163.0,Aug,4.8,5647.0
920,921,Junooniyat,50000000,40000000,50000000,0,110000000,Disaster,Junooniyat,tt3840534,155.0,Jun,4.1,1021.0
921,922,Shazam! Fury Of The Gods,11000000000,40000000,190000000,6200000000,9000000000,0,Shazam! Fury Of The Gods,tt10151854,130.0,Mar,5.9,139390.0
922,923,Khiladi,70000000,40000000,60000000,10000000,20000000,SuperHit,Khiladi,tt0104605,157.0,Jun,7.1,8596.0
923,924,Mother India,90000000,40000000,80000000,0,10000000,All Time Blockbuster,Mother India,tt0050188,172.0,Oct,7.8,10012.0
924,925,Sanam Bewafa,80000000,40000000,80000000,0,20000000,Hit,Sanam Bewafa,tt0102835,160.0,Jan,5.2,1521.0
925,926,Chandni Bar,60000000,40000000,60000000,0,10000000,Hit,Chandni Bar,tt0267363,150.0,Sep,7.6,2842.0
926,927,Maidan-E-Jung,60000000,40000000,60000000,0,30000000,Below Average,Maidan-E-Jung,tt0267703,155.0,Apr,3.6,581.0
928,929,Dhaakad,0,40000000,40000000,0,10000000,Disaster,Dhaakad,tt10598156,135.0,May,3.8,12144.0
929,930,Kabzaa,340000000,40000000,320000000,10000000,10000000,0,Kabzaa,tt11364772,134.0,Mar,4.7,15453.0
930,931,Nanu Ki Jaanu,0,40000000,0,0,150000000,Flop,Nanu Ki Jaanu,tt7412738,133.0,Apr,5.4,1806.0
931,932,Jo Jeeta Wohi Sikander,60000000,30000000,50000000,10000000,20000000,Hit,Jo Jeeta Wohi Sikander,tt16449766,,Dec,,
932,933,No Time To Die,11000000000,30000000,190000000,11000000000,18500000000,0,No Time To Die,tt2382320,163.0,Oct,7.3,468748.0
933,934,Sangam,80000000,30000000,70000000,10000000,0,Blockbuster,Sangam,tt0058547,238.0,Jun,7.3,1955.0
934,935,Zamane Se Kya Darna,60000000,30000000,60000000,0,20000000,Average,Zamane Se Kya Darna,tt0339936,172.0,Jan,5.8,90.0
935,936,Kaanchi...,50000000,30000000,50000000,0,200000000,Disaster,Kaanchi...,tt3038772,151.0,Apr,4.2,696.0
936,937,Janhit Mein Jaari,50000000,30000000,40000000,10000000,10000000,0,Janhit Mein Jaari,tt13534808,146.0,Jun,6.8,8153.0
937,938,Kabhi Haan Kabhi Naa,50000000,30000000,50000000,0,10000000,Above Average,Kabhi Haan Kabhi Naa,tt0110222,158.0,Feb,7.6,19629.0
938,939,Traffic,50000000,30000000,50000000,0,90000000,Flop,Traffic,tt0181865,147.0,Jan,7.6,223374.0
939,940,Darbar,2470000000,30000000,1730000000,740000000,2000000000,Below Average,Darbar,tt9635540,159.0,Jan,5.9,7917.0
940,941,Insaaf,60000000,30000000,50000000,10000000,30000000,Flop,Insaaf,tt0093263,,Jun,6.7,89.0
941,942,Jayantabhai Ki Luv Story,50000000,30000000,50000000,0,130000000,Disaster,Jayantabhai Ki Luv Story,tt2622130,130.0,Feb,5.3,1431.0
942,943,Mitron,50000000,30000000,40000000,0,150000000,Flop,Mitron,tt8852558,119.0,Sep,6.9,2706.0
943,944,Don,70000000,30000000,70000000,0,10000000,SuperHit,Don,tt0461936,171.0,Oct,7.2,42376.0
944,945,Fareb,60000000,30000000,60000000,0,10000000,Hit,Fareb,tt0444820,129.0,,4.2,202.0
945,946,Masaan,40000000,30000000,40000000,0,70000000,Disaster,Masaan,tt4635372,109.0,Jun,8.1,33148.0
946,947,Gunga Jumna,100000000,30000000,60000000,40000000,0,All Time Blockbuster,Gunga Jumna,tt0054910,178.0,Jan,7.4,697.0
947,948,Haathi Mere Saathi,60000000,30000000,60000000,0,10000000,Blockbuster,Haathi Mere Saathi,tt0272118,170.0,May,6.9,1385.0
948,949,Suraj Pe Mangal Bhari,40000000,30000000,30000000,0,250000000,0,Suraj Pe Mangal Bhari,tt10731264,141.0,Nov,5.9,3861.0
949,950,Aashiqui,50000000,30000000,40000000,0,10000000,Blockbuster,Aashiqui,tt0149573,152.0,Jul,6.3,2097.0
951,952,Jalebi,40000000,30000000,40000000,0,10000000,Flop,Jalebi,tt8426854,112.0,Oct,6.1,3207.0
952,953,Disco Dancer,1000000000,30000000,60000000,940000000,20000000,Hit,Disco Dancer,tt0208903,135.0,Dec,6.5,1734.0
953,954,Seeta Aur Geeta,160000000,30000000,60000000,100000000,10000000,Blockbuster,Seeta Aur Geeta,tt0078222,162.0,Nov,6.9,2153.0
954,955,Chehre,40000000,30000000,30000000,0,10000000,0,Chehre,tt10309902,139.0,Aug,6.2,28176.0
955,956,Laal Kaptaan,40000000,30000000,30000000,0,400000000,Disaster,Laal Kaptaan,tt9052960,155.0,Oct,7.2,5430.0
956,957,Udaan,40000000,30000000,40000000,0,40000000,Flop,Udaan,tt1639426,134.0,Jul,8.1,48297.0
957,958,Kuch Kuch Locha Hai,40000000,30000000,40000000,0,130000000,Disaster,Kuch Kuch Locha Hai,tt4272420,143.0,May,2.6,932.0
958,959,Kaafila,40000000,30000000,30000000,0,150000000,Disaster,Kaafila,tt0886505,,Aug,3.3,196.0
959,960,Buddha Mar Gaya,50000000,30000000,40000000,10000000,40000000,Flop,Buddha Mar Gaya,tt1083447,93.0,Aug,3.0,431.0
960,961,One Night Stand,40000000,30000000,40000000,0,150000000,Disaster,One Night Stand,tt0119832,102.0,Sep,5.9,7376.0
961,962,Zaalim,50000000,30000000,50000000,0,10000000,Average,Zaalim,tt0290940,131.0,Dec,4.9,621.0
962,963,Chori Chori,50000000,30000000,40000000,10000000,60000000,Flop,Chori Chori,tt0326805,135.0,Aug,4.8,965.0
963,964,Pihu,30000000,30000000,30000000,0,20000000,Above Average,Pihu,tt8458202,91.0,Nov,6.7,3032.0
964,965,Zanjeer,60000000,30000000,60000000,0,10000000,Blockbuster,Zanjeer,tt0070947,145.0,May,7.5,4267.0
964,965,Zanjeer,60000000,30000000,60000000,0,10000000,Blockbuster,Zanjeer,tt0070947,145.0,May,7.5,4267.0
965,966,Waqt,60000000,20000000,50000000,0,10000000,Blockbuster,Waqt,tt0059893,178.0,Jul,7.6,1555.0
966,967,The Batman,19000000000,20000000,430000000,9000000000,10000000,Average,The Batman,tt1877830,176.0,Mar,7.8,884274.0
967,968,Hum Hain Bemisaal,40000000,20000000,40000000,0,20000000,Flop,Hum Hain Bemisaal,tt0290213,145.0,Dec,4.8,663.0
968,969,Mere Mehboob,50000000,20000000,50000000,0,0,Blockbuster,Mere Mehboob,tt0266765,164.0,,6.9,227.0
969,970,Angaaray,50000000,20000000,30000000,10000000,30000000,Flop,Angaaray,tt0288427,141.0,Jul,5.3,885.0
970,971,Qayamat Se Qayamat Tak,50000000,20000000,40000000,10000000,10000000,SuperHit,Qayamat Se Qayamat Tak,tt0095936,162.0,Apr,7.4,11400.0
971,972,Waiting,30000000,20000000,30000000,0,70000000,Disaster,Waiting,tt4818930,92.0,May,7.1,1886.0
972,973,Mili,30000000,20000000,30000000,0,100000000,0,Mili,tt15257644,127.0,Nov,6.7,11299.0
973,974,Malaal,30000000,20000000,30000000,0,100000000,Disaster,Malaal,tt10305616,136.0,Jul,5.9,1449.0
974,975,Laila Majnu,30000000,20000000,30000000,0,100000000,Flop,Laila Majnu,tt8011276,140.0,Sep,7.7,6975.0
975,976,Manto,30000000,20000000,30000000,0,100000000,Disaster,Manto,tt6923462,112.0,Sep,7.3,4730.0
977,978,The Body,30000000,20000000,30000000,0,300000000,Disaster,The Body,tt1937149,112.0,Dec,7.6,74989.0
978,979,Master,2230000000,20000000,1780000000,440000000,1350000000,Blockbuster,Master,tt10579952,179.0,Jan,7.4,85662.0
979,980,Aggar,90000000,20000000,80000000,10000000,10000000,0,Aggar,tt0875692,,Sep,4.3,306.0
980,981,Jai Kishen,40000000,20000000,40000000,0,20000000,Average,Jai Kishen,tt0110177,129.0,Jun,4.7,699.0
981,982,Phobia,30000000,20000000,30000000,0,80000000,Disaster,Phobia,tt1292575,240.0,Apr,6.6,3762.0
982,983,Mard Ko Dard Nahi Hota,30000000,20000000,30000000,0,210000000,Disaster,Mard Ko Dard Nahi Hota,tt10075030,,Mar,,
983,984,Aligarh,30000000,20000000,30000000,0,110000000,Disaster,Aligarh,tt5121000,114.0,Feb,7.8,7902.0
984,985,Bhangra Paa Le,20000000,20000000,20000000,0,80000000,0,Bhangra Paa Le,tt9766280,131.0,Jan,6.3,434.0
985,986,Fantastic Beasts: The Secrets of Dumbledore,0,20000000,110000000,0,10000000,Average,Fantastic Beasts: The Secrets of Dumbledore,tt4123432,142.0,Apr,6.2,185466.0
986,987,Salaam Venky,30000000,20000000,20000000,0,150000000,0,Salaam Venky,tt15567704,137.0,Feb,6.6,2485.0
987,988,Uncharted,11000000000,20000000,100000000,6700000000,9000000000,Flop,Uncharted,tt1464335,116.0,Feb,6.3,285665.0
988,989,Pailwaan,520000000,20000000,480000000,40000000,400000000,Average,Pailwaan,tt7317482,166.0,Sep,6.2,2434.0
989,990,Gandhi Godse Ek Yudh,0,20000000,0,0,10000000,0,Gandhi Godse Ek Yudh,tt13801462,110.0,Jan,6.7,8516.0
990,991,Mere Jeevan Saathi,30000000,20000000,30000000,0,110000000,Disaster,Mere Jeevan Saathi,tt0418880,129.0,Feb,3.4,1049.0
991,992,Shabaash Mithu,10000000,20000000,20000000,0,10000000,0,Shabaash Mithu,tt6265050,156.0,Jul,5.6,8342.0
992,993,Bheed,20000000,20000000,20000000,0,10000000,0,Bheed,tt15680228,124.0,Mar,6.5,12111.0
993,994,Jai Mummy Di,30000000,20000000,20000000,0,200000000,0,Jai Mummy Di,tt9817760,103.0,Jan,3.7,1087.0
994,995,Love Sonia,30000000,20000000,30000000,0,150000000,Flop,Love Sonia,tt3823392,122.0,Sep,7.4,2606.0
995,996,Nikamma,0,20000000,20000000,0,10000000,0,Nikamma,tt10687220,152.0,Jun,2.8,1765.0
996,997,Saugandh,30000000,20000000,30000000,0,20000000,Average,Saugandh,tt0102846,153.0,Jan,5.4,1057.0
997,998,Akaash Vani,30000000,20000000,20000000,0,100000000,Disaster,Akaash Vani,tt2423132,149.0,Jan,6.4,2285.0
998,999,Zwigato,10000000,20000000,10000000,0,10000000,0,Zwigato,tt21998526,105.0,Mar,6.7,9997.0
999,1000,FryDay,20000000,20000000,20000000,0,150000000,Disaster,FryDay,tt7526836,114.0,Oct,5.3,905.0
